age,saving,net_worth,tenure,duration,freq,goal,inv_type,risk_score,roi,true_segment,kmeans_cluster,gmm_cluster
27,42480.10760809794,295985.44357281266,4,3,13,wealth,stocks,28.7,12.74,2,1,0
37,17186.731181678886,181138.0553756341,3,21,19,education,crypto,33.9,16.6,2,1,0
38,26929.921987253834,531178.4275575165,5,5,4,education,etf,19.1,10.36,1,2,3
45,18192.96229388687,722787.0387729965,8,76,4,wealth,ppf,13.0,8.05,0,3,1
29,7236.631928518993,403136.44729432487,6,33,9,education,mutual,17.1,10.76,1,2,3
46,64998.15842070067,1386561.1985455046,17,95,3,wealth,nps,16.0,8.1,3,0,2
31,47609.29148566536,90155.06753943671,4,14,14,wealth,crypto,30.7,15.94,2,1,0
40,19503.88720240402,618036.6942040893,4,48,9,wealth,etf,20.4,10.92,1,2,3
27,16932.410139621203,331187.2086591547,4,3,6,wealth,etf,17.1,10.46,1,2,3
26,17965.737740704095,50000.0,4,70,1,wealth,gold,4.2,7.31,1,3,1
26,29904.82200773429,259999.48294154092,3,5,24,vacation,etf,39.8,13.39,2,1,3
26,39885.08460078598,56579.64455621911,2,21,24,vacation,etf,39.5,13.38,2,1,3
30,30577.9227973424,738890.3614326427,17,83,9,retirement,mutual,15.3,10.66,3,0,2
33,22243.564725755383,50000.0,3,27,12,vacation,crypto,24.4,15.42,2,1,0
38,5000.0,748211.8100177541,6,43,8,wealth,ppf,17.3,8.66,0,3,3
36,56754.907113400615,1971444.0527695592,9,120,6,retirement,nps,13.1,8.26,3,0,2
48,5000.0,978426.3024995858,10,55,5,wealth,bonds,15.5,8.78,0,3,1
54,12688.623556474788,573276.4521521466,3,65,1,retirement,bonds,12.5,8.22,0,3,1
34,19548.958119443407,303537.2858127394,2,26,7,education,mutual,18.4,10.62,1,2,3
25,30441.841667341032,237435.281932687,7,49,5,wealth,mutual,12.4,10.12,1,2,3
43,29776.251438013744,118660.49474273527,9,120,6,retirement,stocks,11.8,11.19,3,0,2
42,38419.01670244392,330816.13419056585,6,46,6,retirement,etf,20.0,10.6,1,2,3
53,45004.77917197603,840263.8078310313,8,92,7,emergency,real_estate,20.7,9.74,3,0,2
32,37930.40034177533,397339.0729242729,3,22,6,retirement,etf,19.3,10.56,1,2,3
36,16219.003568855996,947292.4854914754,11,51,1,retirement,ppf,8.9,7.54,0,3,1
25,27585.48385966565,164215.30174033495,9,30,9,wealth,gold,18.7,8.84,1,2,3
38,31403.67804880533,285870.7117669604,5,31,21,wealth,etf,37.4,12.97,2,1,3
22,29871.24285003705,297647.2884115393,0,11,8,retirement,etf,18.8,10.74,1,2,3
51,9386.389892188508,931081.450923905,6,69,6,wealth,ppf,16.8,8.44,0,3,1
44,18073.06205070197,1177144.6226770862,12,88,6,wealth,mutual,13.9,10.3,3,3,2
50,16672.283949935125,520019.6122780412,11,25,2,retirement,ppf,17.0,8.05,0,3,1
55,18564.99215086194,1082231.3563964646,11,90,4,retirement,fd,14.6,7.63,0,3,1
40,34157.316553104494,409514.0266097737,2,12,10,wealth,stocks,27.1,12.36,2,1,0
38,47051.19753972695,2399224.6427940344,14,105,7,retirement,mutual,15.2,10.46,3,0,2
30,37786.33405570793,301549.1146062581,1,19,12,wealth,stocks,26.2,12.51,2,1,0
43,19691.419029879988,599572.8639070854,13,81,4,retirement,bonds,12.1,8.51,0,3,1
41,35783.64713328237,1458605.10807948,12,82,4,emergency,real_estate,13.4,9.07,3,0,2
30,33057.25760477335,444656.1826510741,7,30,6,retirement,etf,17.3,10.46,1,2,3
31,7156.25584700433,650867.6721514679,6,30,5,wealth,mutual,13.2,10.16,1,2,3
39,39686.72076125039,2070691.8276433528,14,107,5,retirement,nps,12.0,8.1,3,0,2
52,11884.297367876175,448966.09218219214,6,81,2,wealth,ppf,11.4,7.77,0,3,1
36,77358.23831171606,1198542.4242926028,17,87,5,wealth,stocks,17.8,11.39,3,0,2
29,41436.67062617091,262777.18387355824,4,30,8,wealth,crypto,20.5,14.82,2,1,0
37,26527.332193149687,458707.5059937281,3,17,10,retirement,mutual,24.7,11.24,1,2,3
56,11110.916562045622,715797.4769399678,7,101,1,retirement,fd,9.3,7.06,0,3,1
37,10165.119284353936,1318089.1553700217,6,99,5,retirement,ppf,8.5,7.92,0,3,1
30,27667.98651092445,108337.24062849236,4,14,12,education,etf,25.5,11.48,2,2,3
43,30750.06444720457,940162.7608981824,17,70,7,retirement,mutual,18.1,10.6,3,0,2
38,21727.10023077489,457098.5261808549,5,54,6,retirement,fd,15.9,7.9,0,2,1
33,20376.63378533832,501004.21765475336,4,46,13,retirement,etf,23.4,11.47,1,2,3
46,35676.08932243974,274206.5828547067,15,80,3,wealth,mutual,13.9,10.0,3,0,2
49,54769.964279928055,657429.2284188336,12,71,8,retirement,real_estate,24.0,10.0,3,0,2
31,23112.521319472908,328573.75826349325,1,19,18,vacation,stocks,31.9,13.4,2,1,0
33,25156.05846641039,63901.01609416015,4,19,16,wealth,stocks,30.3,13.12,2,1,0
38,9208.176554037287,1079777.249561927,9,77,2,retirement,bonds,7.3,8.07,0,3,1
42,10406.740267579007,1165628.555509195,8,58,2,retirement,bonds,10.5,8.23,0,3,1
32,30542.152254790883,105902.0897537499,1,51,10,education,mutual,20.3,11.02,1,2,3
51,17965.50628984192,322101.8799404992,8,63,4,retirement,ppf,16.0,8.2,0,3,1
32,34154.34454847951,263273.14354272245,2,14,4,education,mutual,17.3,10.26,1,2,3
31,11594.741712625597,617065.1287041854,0,107,3,retirement,bonds,3.6,7.98,0,3,1
50,51435.59351351323,1730892.3834791607,15,120,9,retirement,nps,20.2,8.91,3,0,2
43,26494.49061809625,778850.3665822727,7,69,3,wealth,bonds,12.9,8.44,0,3,1
25,21947.015895755983,243825.32423109893,0,18,23,wealth,stocks,36.0,14.1,2,1,0
63,14825.05754751519,766632.18159539,14,24,3,retirement,fd,22.0,7.9,0,3,1
31,29792.11445340852,50000.0,3,34,21,wealth,crypto,34.8,16.84,2,1,0
46,46369.0784725136,897743.0697201025,5,72,5,wealth,real_estate,18.4,9.42,3,0,2
58,9959.56844541298,1148248.0362135558,9,57,5,retirement,fd,18.9,7.94,0,3,1
40,65783.62850912221,980737.747197509,8,118,7,retirement,mutual,16.8,10.54,3,0,2
30,29433.746845928654,50000.0,4,17,14,wealth,stocks,27.8,12.79,2,1,0
24,45700.4069728349,109866.92362192812,1,14,24,wealth,stocks,40.3,14.42,2,1,0
48,18929.000793254163,1016714.4073483314,5,47,4,retirement,ppf,16.9,8.25,0,3,1
36,52533.52080527961,703670.4922742094,14,103,6,retirement,mutual,14.3,10.32,3,0,2
40,36815.78765506871,1722193.0259382897,9,29,5,emergency,nps,19.7,8.48,3,0,2
23,19951.7281708578,182961.78295684245,5,24,8,wealth,stocks,16.6,11.63,2,2,0
22,14489.283209568846,50000.0,1,4,20,education,crypto,32.0,16.6,2,1,0
38,31261.038610532145,547935.0936235667,3,53,9,education,mutual,20.8,10.94,1,2,3
48,15664.84837073438,690514.1811371344,4,55,3,retirement,fd,14.5,7.52,0,3,1
44,66297.6673105958,785848.730211555,11,12,6,retirement,nps,27.5,8.98,3,0,2
32,30469.626217282097,422696.27928147616,2,13,17,wealth,stocks,32.5,13.32,2,1,0
38,25364.511049135188,306648.2376097119,6,19,11,wealth,gold,25.9,9.4,1,2,3
21,21920.45689271935,497554.9642168677,4,37,10,education,gold,17.3,8.86,1,2,3
36,41885.20531882281,50000.0,2,10,14,wealth,stocks,31.8,12.99,2,1,0
34,14179.930484474222,500337.0090337576,4,14,8,education,gold,20.2,8.81,1,2,3
25,24969.55693258033,316033.655931022,4,16,1,vacation,etf,10.2,9.61,2,2,3
47,34749.28445219806,1817741.8847515343,13,97,6,retirement,real_estate,15.9,9.4,3,0,2
57,28947.623047397094,1106462.8650386396,11,93,3,wealth,mutual,15.0,10.05,3,3,2
54,22218.823020366297,1580504.9342541185,6,45,7,retirement,bonds,22.9,9.34,0,3,1
31,24867.117261392727,297219.87467023137,2,43,11,wealth,mutual,21.3,11.16,1,2,3
34,35043.22887567917,362815.1038102458,3,34,5,wealth,mutual,17.2,10.36,1,2,3
27,26191.01443134153,178377.50834822614,6,41,10,wealth,mutual,19.3,10.96,1,2,3
28,39101.04704856247,50000.0,4,10,16,wealth,stocks,31.5,13.18,2,1,0
34,24506.826136466607,1989903.478700775,12,77,6,retirement,mutual,12.8,10.24,3,0,2
49,15610.049073226808,822801.6174237235,10,68,2,retirement,fd,12.3,7.32,0,3,1
36,32566.957149473164,80121.04756113776,5,64,9,education,gold,19.3,8.86,1,2,3
29,31965.973156707227,274269.13898508594,5,16,7,education,mutual,19.5,10.68,1,2,3
43,5795.628843341774,686261.6777037538,7,62,4,retirement,fd,12.2,7.51,0,3,1
44,21127.05204332146,229667.56513312133,0,43,7,wealth,gold,19.9,8.7,1,2,3
44,26675.760669182186,443731.8613514595,2,66,4,wealth,gold,14.7,8.14,1,3,1
66,20368.158749298866,961488.8237148898,2,80,2,wealth,fd,16.7,7.54,0,3,1
35,8312.816978133302,325093.16984994983,2,18,2,education,etf,12.1,9.8,1,2,3
37,47480.77153535795,905829.971346157,9,60,4,retirement,mutual,15.8,10.19,3,0,2
46,13061.49220032008,752441.128091909,3,90,3,retirement,bonds,10.0,8.3,0,3,1
35,20853.97888911038,427112.6832829418,7,52,6,education,mutual,15.1,10.36,1,2,3
31,30640.25589933746,415045.0413226817,2,11,18,education,stocks,33.6,13.48,2,1,0
41,21310.64214372305,408257.4911174879,5,49,9,retirement,mutual,20.9,10.94,1,2,3
30,27850.02230964867,987131.5804655557,3,27,11,wealth,mutual,23.0,11.25,1,2,3
34,42414.10950286153,1430098.8406150206,16,77,1,emergency,mutual,9.0,9.55,3,0,2
35,16595.01342537759,50000.0,3,42,9,retirement,mutual,19.2,10.86,1,2,3
62,23382.186561376413,943112.2481669364,4,84,1,wealth,fd,14.3,7.32,0,3,1
33,38286.93304216614,96190.22020029624,2,5,20,wealth,crypto,38.2,16.91,2,1,0
56,18501.54939704496,783269.2767026882,11,63,5,retirement,fd,18.8,7.94,0,3,1
46,14221.613823039605,918741.0600312228,7,42,1,wealth,bonds,12.6,8.23,0,3,1
50,19620.135096034504,867174.2402193984,9,47,5,retirement,ppf,18.8,8.44,0,3,1
43,42240.170098455535,1331944.2471750109,13,82,6,wealth,nps,17.2,8.46,3,0,2
32,23249.069986114995,261529.8451532412,3,38,6,wealth,mutual,15.9,10.4,1,2,3
50,9979.29616623966,735967.1387209375,10,29,7,retirement,fd,21.7,8.28,0,3,1
30,30150.856258011205,50000.0,3,7,14,wealth,stocks,28.9,12.84,2,1,0
36,27286.426294357865,427184.9134436696,4,38,7,education,mutual,18.8,10.64,1,2,3
31,43750.84339172904,50000.0,3,15,14,wealth,crypto,30.1,15.9,2,1,0
36,43133.15055428367,1636045.0977668918,5,120,5,retirement,mutual,10.2,10.01,3,0,2
26,37600.26916997208,249296.6038707213,3,6,12,education,crypto,26.3,15.52,2,1,0
21,18804.203957358317,168163.35352401042,4,30,11,wealth,etf,18.9,11.04,2,2,3
43,16486.23994546121,486172.48380300746,5,43,8,education,mutual,20.3,10.82,1,2,3
30,34149.135649671574,283373.9041362691,1,7,16,vacation,etf,31.8,12.19,2,1,3
42,12205.39076364206,1416862.1389820967,0,71,3,retirement,ppf,10.6,7.83,0,3,1
21,37372.106803450944,50000.0,3,30,11,wealth,stocks,21.2,12.16,2,1,0
33,42990.53388447668,139295.62147050106,5,34,21,education,stocks,37.1,13.96,2,1,0
24,13844.039449125909,466887.7029697043,5,17,7,wealth,etf,15.6,10.48,1,2,3
46,28042.193159505583,1216935.2747176222,18,56,5,wealth,real_estate,17.7,9.38,3,0,2
41,46811.55698327043,869032.4100412861,9,63,4,wealth,nps,16.7,8.24,3,0,2
25,15761.397840630843,140742.97217456487,3,15,19,wealth,stocks,30.8,13.44,2,1,0
27,26862.944699415188,299960.43658080086,5,37,7,education,gold,16.2,8.51,1,2,3
49,21032.544832541786,1160124.1723833275,9,64,3,wealth,fd,14.5,7.52,0,3,1
26,14946.234022455814,125502.342180763,2,9,15,education,etf,26.8,11.84,2,2,3
63,9893.835914346431,725392.6621449359,8,57,2,wealth,fd,16.8,7.54,0,3,1
51,9594.683362000513,619589.7068146359,10,100,3,retirement,ppf,10.1,7.8,0,3,1
21,33775.92463847286,242202.2521234365,2,19,10,wealth,stocks,20.6,12.03,2,1,0
46,12331.29288169936,449665.0285031764,5,50,9,retirement,etf,21.1,10.96,1,2,3
23,30038.615558338457,108018.21612860051,3,19,13,education,crypto,24.4,15.52,2,1,0
32,20359.86933877052,548730.3551080347,4,26,7,wealth,etf,17.9,10.6,1,2,3
20,20135.95085650141,366029.5284644539,8,50,12,wealth,mutual,17.9,11.1,1,2,3
28,51774.13168437798,395725.2144978994,3,23,18,wealth,etf,34.2,12.51,2,1,3
20,24935.094387106,50000.0,4,22,6,wealth,gold,14.1,8.3,1,2,3
37,32295.782179469603,50000.0,1,22,19,vacation,stocks,35.7,13.68,2,1,0
60,23345.107626446967,1212712.043993486,12,61,3,retirement,fd,18.4,7.72,0,3,1
31,38627.8748041793,240395.92843435076,5,3,12,wealth,stocks,28.2,12.61,2,1,0
55,8007.162130904294,817889.1109760522,5,44,3,retirement,bonds,16.7,8.64,0,3,1
39,37217.924403459845,117096.05693247545,2,9,18,wealth,stocks,37.1,13.66,2,1,0
56,24541.98099555988,639015.9400252923,8,66,5,wealth,mutual,19.3,10.46,3,3,3
39,34452.65306616279,1766844.2490492545,16,114,6,wealth,real_estate,11.8,9.19,3,0,2
45,13930.055778872456,851124.8667126463,7,46,3,retirement,fd,14.2,7.51,0,3,1
39,47341.36107685279,1014467.9855495738,9,57,8,retirement,stocks,21.5,11.88,3,0,2
22,42332.85086132685,229732.59915812305,3,15,14,wealth,stocks,27.2,12.76,2,1,0
51,14761.4432192901,680109.1443156193,10,44,4,retirement,fd,17.5,7.78,0,3,1
40,11484.117874370564,375885.65092850593,5,83,5,wealth,fd,11.1,7.56,0,3,1
56,12411.943504819144,599278.178402025,6,52,2,retirement,ppf,15.6,7.98,0,3,1
40,28402.57046664088,591586.4110431368,7,29,8,wealth,mutual,22.3,10.92,1,2,3
25,16857.885527384376,506641.4635798625,5,33,6,education,gold,13.5,8.28,1,2,3
49,12179.606846316356,1020463.3358149452,8,27,3,retirement,fd,17.1,7.66,0,3,1
38,12187.666120528662,982741.4362721532,13,50,2,retirement,ppf,10.3,7.72,0,3,1
48,8889.360955540273,503111.5590288987,4,15,4,retirement,fd,18.8,7.84,0,3,1
37,31383.95639689789,395980.24964606966,1,57,7,education,etf,17.7,10.58,1,2,3
40,17588.295102345615,605216.7364801979,5,92,1,retirement,fd,6.2,6.91,0,3,1
22,22763.940293627733,164178.35712743035,6,32,2,wealth,gold,8.6,7.63,1,2,3
55,9649.576168369236,604592.9318624513,6,65,1,retirement,fd,12.4,7.22,0,3,1
34,24728.59819257673,591259.0004182692,3,27,8,retirement,etf,20.2,10.81,1,2,3
36,23970.724429183552,616422.4625986281,4,32,6,education,mutual,17.8,10.49,1,2,3
19,26780.153850275023,209883.741290336,3,27,18,wealth,etf,27.9,12.2,2,1,3
33,20900.95896962991,968685.3617035546,15,108,2,retirement,nps,4.1,7.4,3,0,2
44,22516.991508835752,374490.28012009047,10,52,3,retirement,ppf,14.4,8.02,0,3,1
49,36616.94159346048,246775.8338778658,5,23,7,wealth,etf,25.4,10.97,1,2,3
44,16395.107628851696,1078352.0384243713,6,65,7,retirement,bonds,17.1,9.06,0,3,1
50,19862.77224813365,705077.4650915595,8,60,1,retirement,fd,12.7,7.24,0,3,1
20,51969.324687281376,292244.18480701616,4,35,23,education,stocks,36.6,14.13,2,1,0
40,67563.19351027845,1744689.9180773038,13,57,8,wealth,mutual,24.3,11.02,3,0,2
22,33858.22252307216,140367.6955181333,0,11,1,wealth,etf,10.9,9.64,2,2,3
39,10383.83376944548,899264.0696643371,0,57,7,wealth,fd,15.7,7.98,0,3,1
60,22887.266398817374,1449500.703470325,9,41,5,wealth,fd,22.8,8.14,0,3,1
30,41480.21362067769,295358.9789660825,5,26,19,wealth,crypto,34.4,16.62,2,1,0
34,20842.679007505896,110454.19581483268,2,24,19,wealth,stocks,33.2,13.56,2,1,0
38,35493.54759418129,554150.0419237574,8,43,7,wealth,mutual,19.9,10.7,1,2,3
48,14065.641779193204,792491.9123764568,6,53,3,retirement,ppf,14.5,8.02,0,3,1
35,27458.76493366376,258113.76853430484,5,47,8,education,gold,18.8,8.74,1,2,3
45,12345.656135398396,653626.5775562893,12,40,1,retirement,fd,12.2,7.21,0,3,1
25,39037.99746585081,250297.58845959613,0,14,19,wealth,stocks,33.8,13.59,2,1,0
60,7384.065476081127,210093.0231871995,5,70,4,retirement,bonds,16.7,8.74,0,3,1
40,47970.853888277255,780688.1632002346,9,87,4,wealth,nps,14.1,8.1,3,0,2
32,35957.60886123348,388418.45002461824,4,53,13,retirement,mutual,24.4,11.52,1,2,3
36,31511.84688158193,379601.0566728136,5,7,10,education,gold,26.0,9.3,1,2,3
36,29987.257106239325,103403.11360351637,3,26,8,education,mutual,21.5,10.88,1,2,3
19,33300.04841753308,50000.0,3,14,17,vacation,crypto,28.9,16.14,2,1,0
50,18227.420905705378,703196.0483473593,4,76,3,retirement,ppf,13.3,7.96,0,3,1
41,28932.07713196521,1873336.500700573,2,100,6,wealth,nps,13.1,8.26,3,0,2
57,24952.362326298164,359872.1402349136,5,28,7,education,mutual,25.8,10.99,1,2,3
47,65390.77834846116,1340974.4369045256,15,56,10,wealth,nps,28.7,9.44,3,0,2
43,34387.53821305956,837018.9790072225,9,26,10,wealth,mutual,26.6,11.33,1,2,3
25,24498.814223025427,364480.8010482522,4,26,7,education,mutual,16.4,10.52,1,2,3
23,45931.3328460737,261027.14527096745,3,20,17,wealth,stocks,31.0,13.25,2,1,0
37,43670.90840477086,657516.0062597614,8,38,4,wealth,stocks,17.6,11.28,3,0,2
50,71341.523845403,1248448.9380171574,19,58,6,wealth,mutual,25.3,10.86,3,0,2
30,12884.757125027892,348894.21544691443,0,10,12,wealth,crypto,24.0,15.4,2,1,0
41,12377.398668601132,1075494.981800694,5,56,3,wealth,fd,11.8,7.39,0,3,1
45,33267.30819071049,745923.0256961648,17,59,5,retirement,mutual,17.8,10.39,3,0,2
36,39065.0979473644,80642.35047190828,2,8,10,vacation,stocks,26.9,12.34,2,1,0
42,21230.425962488145,1027678.5769360296,7,79,2,retirement,fd,9.8,7.19,0,3,1
45,16357.894185976867,798178.7265380321,7,61,3,retirement,ppf,13.0,7.95,0,3,1
24,36973.68325956785,362664.207537311,6,51,5,education,mutual,12.7,10.14,1,2,3
19,32407.98294112264,348159.2773886899,4,16,18,wealth,stocks,29.8,13.29,2,1,0
38,30353.616904026025,1628229.9065743932,9,55,6,wealth,stocks,16.9,11.44,3,0,2
42,43748.83897880158,1999323.796795555,8,76,9,emergency,real_estate,21.3,9.96,3,0,2
37,25272.06476982517,239694.48197909168,1,46,6,education,mutual,16.9,10.44,1,2,3
59,18162.03869527761,472306.1705982263,6,46,3,retirement,ppf,19.0,8.25,0,3,1
21,12599.592958352696,438110.09036233055,3,19,18,vacation,stocks,27.6,13.18,2,1,0
43,29699.133598448097,550683.8927004861,3,41,6,retirement,mutual,19.7,10.58,1,2,3
37,69221.74881370991,1190159.6228358652,12,91,5,wealth,stocks,16.7,11.34,3,0,2
53,11008.513777307731,1313512.544042703,7,49,4,retirement,fd,17.2,7.76,0,3,1
43,39130.50165152433,1164146.8268575158,16,61,9,wealth,nps,22.5,9.02,3,0,2
39,18288.85860779411,412466.2699238246,4,38,12,wealth,etf,24.6,11.43,1,2,3
25,38809.81236508506,402690.0729238586,5,23,3,wealth,mutual,13.7,9.98,1,2,3
30,23738.02413414812,236278.99466798428,3,48,5,wealth,etf,13.2,10.16,1,2,3
35,24078.20613958242,609696.5302101185,2,30,5,education,mutual,16.5,10.32,1,2,3
57,14826.575563066091,844600.2371606334,6,77,3,wealth,fd,14.9,7.54,0,3,1
43,28787.25932569973,638662.2011854252,0,54,8,retirement,gold,20.7,8.84,1,2,3
20,34385.1699736137,438619.3613256879,1,27,12,wealth,stocks,22.0,12.3,2,1,0
41,29698.09930771341,737837.7867303358,4,10,6,wealth,mutual,22.2,10.71,1,2,3
40,28807.89120638182,1632292.3958758856,13,56,10,retirement,nps,22.0,9.1,3,0,2
45,18776.95612912878,859373.2350387943,7,56,4,wealth,fd,15.0,7.65,0,3,1
35,26264.71380258548,314269.0946166933,4,48,7,wealth,mutual,17.4,10.57,1,2,3
32,8277.576809174745,133858.97373381478,5,22,7,wealth,mutual,16.8,10.54,1,2,3
42,38538.42586979424,1658353.2362945094,9,75,5,emergency,mutual,15.9,10.3,3,0,2
34,36559.97870961914,182721.7506835281,4,18,13,education,stocks,28.6,12.73,2,1,0
36,21800.974090653028,432339.7053409506,5,18,8,wealth,gold,21.3,8.86,1,2,3
48,22200.586077247364,976573.5213261828,8,77,3,retirement,fd,13.1,7.46,0,3,1
47,35414.02000751976,1399502.3796219262,15,67,2,retirement,stocks,14.2,10.91,3,0,2
40,14075.489317785055,1209242.128992153,8,69,6,wealth,ppf,14.1,8.3,0,3,1
24,35268.206659596384,157723.27259043502,3,20,9,wealth,crypto,20.4,14.92,2,1,0
42,19174.62479224148,360475.90644080687,6,13,5,education,mutual,19.7,10.48,1,2,3
23,36591.172064313214,312131.9188679689,2,3,8,wealth,stocks,20.8,11.84,2,2,0
33,30881.701175759456,428695.7894724134,2,3,5,vacation,crypto,19.5,14.48,2,2,0
31,18825.824340857,426833.2831991687,4,28,11,wealth,mutual,22.1,11.2,1,2,3
30,22522.80228809551,500857.57067685446,6,25,9,retirement,mutual,20.1,10.9,1,2,3
46,21341.555458018167,826107.4478170091,13,120,5,wealth,stocks,10.5,11.02,3,0,2
32,34158.29616833259,1918044.673091008,13,56,4,wealth,mutual,13.1,10.06,3,0,2
46,75605.19898359734,1199242.748525977,16,75,3,retirement,stocks,19.4,11.27,3,0,2
33,27309.82402407869,175693.97051499452,3,3,13,education,mutual,28.6,11.73,1,2,3
47,22207.843103289502,788447.4591497878,6,63,3,retirement,fd,14.2,7.51,0,3,1
42,18109.04981108598,1163929.309993755,5,38,3,retirement,ppf,14.7,8.04,0,3,1
30,29518.73886880098,633501.9645972892,4,46,7,wealth,etf,16.5,10.52,1,2,3
46,10389.173379111871,50000.0,12,41,5,retirement,fd,17.0,7.85,0,3,1
28,30711.0194219516,207855.91530913528,1,39,16,vacation,stocks,27.5,12.98,2,1,0
41,30519.056848006163,1818102.489129798,13,114,6,retirement,stocks,11.9,11.2,3,0,2
36,49600.45413044757,900175.244274534,13,58,3,retirement,real_estate,14.8,9.04,3,0,2
51,8776.726483442915,483975.3310479032,12,72,1,retirement,ppf,10.4,7.62,0,3,1
38,45307.52594051503,85161.6796350095,13,95,2,retirement,real_estate,10.0,8.7,3,0,2
48,18204.21430633505,1162509.8691779426,5,54,1,retirement,ppf,12.5,7.72,0,3,1
35,25040.263754690604,1473763.26521781,19,39,4,retirement,real_estate,14.5,9.12,3,0,2
30,31373.61541656593,717788.0656888166,3,55,8,education,gold,17.0,8.65,1,2,3
41,30098.597464184582,594411.3931479444,6,47,10,retirement,gold,23.4,9.17,1,2,3
25,27124.935945380268,409215.8443266303,5,48,6,retirement,mutual,13.3,10.26,1,2,3
28,29159.88412542084,113826.99418755864,2,33,12,education,crypto,23.1,15.36,2,1,0
34,27444.2460284349,1115614.0302810452,3,82,4,wealth,stocks,10.2,10.91,3,0,2
30,35180.56130342856,551764.8832327218,7,53,7,wealth,mutual,16.5,10.52,1,2,3
42,20990.127137678297,277673.2526610882,3,53,10,wealth,mutual,21.9,11.1,1,2,3
49,16634.636868820813,823046.5673180766,8,61,3,retirement,ppf,14.3,8.02,0,3,1
30,48777.09039676919,324372.3552589313,4,8,14,wealth,stocks,31.1,12.96,2,1,0
34,54061.36611488134,309075.1983338151,1,18,20,vacation,crypto,39.2,16.96,2,1,0
25,33774.763293302734,152434.57511390513,3,14,9,vacation,etf,21.1,10.96,2,2,3
32,32945.84756244321,83028.99863935995,2,5,12,wealth,stocks,27.6,12.58,2,1,0
42,17127.287808924822,688150.0543724699,3,94,6,retirement,fd,12.5,7.72,0,3,1
36,23434.411750824787,415115.27453400753,4,41,8,education,etf,19.2,10.76,1,2,3
35,31717.31091544951,268525.48920105514,7,3,7,wealth,mutual,22.6,10.83,1,2,3
22,32258.329474285518,238839.56423385348,2,11,16,wealth,etf,28.7,12.04,2,1,3
36,55846.05486203368,1454522.572398572,8,64,9,wealth,stocks,22.2,12.01,3,0,2
35,43499.58211587996,1234340.3548252692,6,71,6,retirement,real_estate,16.0,9.4,3,0,2
20,29112.65319168017,288058.6301891803,3,14,11,wealth,crypto,21.4,15.17,2,1,0
44,5000.0,905331.7177074098,4,74,6,emergency,nps,13.6,8.28,3,3,1
28,30338.24111874223,50000.0,3,18,12,vacation,crypto,24.8,15.44,2,1,0
58,12801.344708629123,1045329.889760086,8,95,2,retirement,fd,11.9,7.3,0,3,1
42,5000.0,311630.2145518352,7,39,9,education,mutual,20.1,10.9,1,2,3
54,15232.182740780743,572961.4734291618,9,86,5,retirement,fd,15.5,7.78,0,3,1
26,32797.51613580241,50000.0,2,20,10,wealth,crypto,21.9,15.1,2,1,0
46,41503.84211923767,1722490.247566597,7,94,5,emergency,real_estate,15.6,9.28,3,0,2
48,10526.96348890248,942409.469863986,10,77,2,retirement,fd,10.4,7.22,0,3,1
50,15092.169665326966,813143.4415937329,6,88,6,wealth,ppf,15.3,8.36,0,3,1
46,46728.59800458027,2720343.47707972,3,53,3,wealth,nps,17.9,8.2,3,0,2
46,28374.24059400697,230713.13970820428,6,49,7,education,mutual,20.8,10.74,1,2,3
38,17825.402293224193,1083046.0072775527,10,112,1,wealth,real_estate,3.6,8.28,3,0,2
24,40046.44047084883,274866.5760198412,4,12,8,vacation,crypto,20.6,14.83,2,1,0
38,42999.14516832566,860389.0313909499,17,45,4,retirement,mutual,17.1,10.26,3,0,2
54,13845.32734895661,1278351.5189674916,11,57,4,retirement,ppf,17.0,8.25,0,3,1
24,48722.79253914335,131348.45105173503,3,8,24,education,crypto,41.3,17.46,2,1,0
51,52417.83738073159,1102707.668480166,12,54,2,emergency,real_estate,18.9,9.14,3,0,2
21,18568.41268218015,575234.786338615,7,68,6,retirement,gold,9.0,8.05,1,2,1
24,31950.180004726168,262790.048592964,1,12,4,education,mutual,14.8,10.14,1,2,3
37,24352.66129869849,439678.70343549736,1,52,12,education,mutual,23.3,11.36,1,2,3
33,34302.70862027989,131787.05733968626,2,40,8,wealth,gold,19.8,8.79,1,2,3
40,18909.157841528475,614216.100080561,1,43,9,wealth,mutual,20.9,10.94,1,2,3
18,33325.495484865154,193909.0652482205,1,10,8,wealth,crypto,18.2,14.71,2,1,0
37,59426.377480635136,261153.46052557652,1,24,16,vacation,stocks,35.3,13.36,2,1,0
34,52881.6502651981,50000.0,3,21,15,wealth,stocks,32.7,13.14,2,1,0
29,33459.22080898869,461973.5947391932,2,14,10,wealth,crypto,23.5,15.18,2,1,0
29,38271.60217183297,61261.12764210891,1,18,14,vacation,etf,28.5,11.82,2,1,3
48,19169.61077274452,249138.38806901104,7,75,2,wealth,ppf,11.7,7.78,0,3,1
43,52286.20721183189,1248708.6715321564,21,112,7,retirement,stocks,16.6,11.53,3,0,2
35,33320.494559220606,65766.04550118698,4,22,4,retirement,mutual,17.3,10.26,1,2,3
19,28365.59704814783,396598.7851032338,7,20,3,wealth,mutual,10.8,9.84,1,2,3
18,23733.55617592269,406780.5447364675,5,3,11,wealth,gold,21.3,9.16,1,2,3
34,39700.37619212568,50000.0,1,15,17,wealth,stocks,34.1,13.4,2,1,0
